user_id,segment,signup_date,activation_delay_days,activated,ttv_days,retained_30d,retained_90d,cohort_month,activation_date
1180,A,2024-05-09,4.0,1,4.0,1,1,2024-05-01,2024-05-13
881,A,2024-05-09,9.0,1,9.0,1,1,2024-05-01,2024-05-18
1202,B,2024-05-09,,0,,0,0,2024-05-01,
1346,B,2024-05-09,,0,,0,0,2024-05-01,
478,B,2024-05-10,,0,,0,0,2024-05-01,
1235,A,2024-05-10,13.0,1,13.0,1,1,2024-05-01,2024-05-23
1333,A,2024-05-10,3.0,1,3.0,1,1,2024-05-01,2024-05-13
1511,A,2024-05-11,6.0,1,6.0,1,0,2024-05-01,2024-05-17
927,A,2024-05-11,10.0,1,10.0,1,1,2024-05-01,2024-05-21
1174,B,2024-05-11,2.0,1,2.0,1,0,2024-05-01,2024-05-13
935,B,2024-05-11,4.0,1,4.0,0,1,2024-05-01,2024-05-15
1810,A,2024-05-11,7.0,1,7.0,1,0,2024-05-01,2024-05-18
739,A,2024-05-11,6.0,1,6.0,0,0,2024-05-01,2024-05-17
1169,B,2024-05-12,13.0,1,13.0,0,0,2024-05-01,2024-05-25
11,A,2024-05-12,,0,,0,0,2024-05-01,
783,A,2024-05-12,5.0,1,5.0,1,1,2024-05-01,2024-05-17
1933,B,2024-05-12,12.0,1,12.0,0,1,2024-05-01,2024-05-24
1702,B,2024-05-12,42.0,1,42.0,1,0,2024-05-01,2024-06-23
176,A,2024-05-13,2.0,1,2.0,1,1,2024-05-01,2024-05-15
833,A,2024-05-13,11.0,1,11.0,0,0,2024-05-01,2024-05-24
955,B,2024-05-13,,0,,0,0,2024-05-01,
462,A,2024-05-13,8.0,1,8.0,1,0,2024-05-01,2024-05-21
1448,A,2024-05-13,,0,,0,0,2024-05-01,
877,A,2024-05-13,6.0,1,6.0,1,1,2024-05-01,2024-05-19
1092,B,2024-05-14,8.0,1,8.0,1,0,2024-05-01,2024-05-22
175,A,2024-05-14,21.0,1,21.0,0,0,2024-05-01,2024-06-04
799,B,2024-05-14,,0,,0,0,2024-05-01,
1552,A,2024-05-14,3.0,1,3.0,0,0,2024-05-01,2024-05-17
500,A,2024-05-14,,0,,0,0,2024-05-01,
947,B,2024-05-14,1.0,1,1.0,0,1,2024-05-01,2024-05-15
1722,A,2024-05-14,4.0,1,4.0,1,0,2024-05-01,2024-05-18
1279,B,2024-05-15,1.0,1,1.0,1,1,2024-05-01,2024-05-16
777,B,2024-05-15,12.0,1,12.0,1,0,2024-05-01,2024-05-27
625,B,2024-05-15,4.0,1,4.0,1,1,2024-05-01,2024-05-19
1817,B,2024-05-15,2.0,1,2.0,1,1,2024-05-01,2024-05-17
1041,A,2024-05-15,,0,,0,0,2024-05-01,
750,B,2024-05-15,4.0,1,4.0,1,0,2024-05-01,2024-05-19
1241,B,2024-05-15,1.0,1,1.0,1,0,2024-05-01,2024-05-16
626,A,2024-05-16,,0,,0,0,2024-05-01,
1307,B,2024-05-16,2.0,1,2.0,0,0,2024-05-01,2024-05-18
171,A,2024-05-16,,0,,0,0,2024-05-01,
1734,A,2024-05-16,,0,,0,0,2024-05-01,
968,A,2024-05-16,12.0,1,12.0,0,1,2024-05-01,2024-05-28
254,A,2024-05-16,9.0,1,9.0,1,1,2024-05-01,2024-05-25
401,A,2024-05-16,18.0,1,18.0,0,0,2024-05-01,2024-06-03
147,A,2024-05-16,,0,,0,0,2024-05-01,
950,A,2024-05-16,13.0,1,13.0,0,1,2024-05-01,2024-05-29
1773,B,2024-05-17,14.0,1,14.0,0,1,2024-05-01,2024-05-31
1406,A,2024-05-17,13.0,1,13.0,0,0,2024-05-01,2024-05-30
45,B,2024-05-17,8.0,1,8.0,0,1,2024-05-01,2024-05-25
1468,A,2024-05-17,7.0,1,7.0,1,1,2024-05-01,2024-05-24
1373,A,2024-05-17,17.0,1,17.0,1,0,2024-05-01,2024-06-03
1912,A,2024-05-17,10.0,1,10.0,1,0,2024-05-01,2024-05-27
1076,A,2024-05-17,8.0,1,8.0,1,1,2024-05-01,2024-05-25
213,A,2024-05-17,5.0,1,5.0,1,1,2024-05-01,2024-05-22
1384,B,2024-05-17,13.0,1,13.0,0,0,2024-05-01,2024-05-30
831,B,2024-05-18,8.0,1,8.0,1,1,2024-05-01,2024-05-26
1165,A,2024-05-18,13.0,1,13.0,1,0,2024-05-01,2024-05-31
1951,B,2024-05-18,12.0,1,12.0,0,0,2024-05-01,2024-05-30
1043,B,2024-05-18,,0,,0,0,2024-05-01,
383,B,2024-05-18,1.0,1,1.0,1,0,2024-05-01,2024-05-19
1256,B,2024-05-19,9.0,1,9.0,0,0,2024-05-01,2024-05-28
241,B,2024-05-19,12.0,1,12.0,1,1,2024-05-01,2024-05-31
350,A,2024-05-19,10.0,1,10.0,1,0,2024-05-01,2024-05-29
267,A,2024-05-20,4.0,1,4.0,1,1,2024-05-01,2024-05-24
646,B,2024-05-20,7.0,1,7.0,0,1,2024-05-01,2024-05-27
1458,A,2024-05-20,14.0,1,14.0,1,0,2024-05-01,2024-06-03
1819,A,2024-05-20,17.0,1,17.0,1,0,2024-05-01,2024-06-06
1580,B,2024-05-20,20.0,1,20.0,0,0,2024-05-01,2024-06-09
1195,B,2024-05-21,24.0,1,24.0,1,0,2024-05-01,2024-06-14
1245,A,2024-05-21,17.0,1,17.0,1,0,2024-05-01,2024-06-07
972,A,2024-05-21,26.0,1,26.0,1,1,2024-05-01,2024-06-16
1855,B,2024-05-21,6.0,1,6.0,0,0,2024-05-01,2024-05-27
1793,A,2024-05-21,3.0,1,3.0,1,1,2024-05-01,2024-05-24
795,A,2024-05-21,2.0,1,2.0,0,0,2024-05-01,2024-05-23
1596,B,2024-05-22,13.0,1,13.0,1,1,2024-05-01,2024-06-04
896,B,2024-05-22,19.0,1,19.0,0,1,2024-05-01,2024-06-10
446,B,2024-05-22,15.0,1,15.0,0,1,2024-05-01,2024-06-06
1132,A,2024-05-23,10.0,1,10.0,0,0,2024-05-01,2024-06-02
1437,A,2024-05-23,,0,,0,0,2024-05-01,
1678,A,2024-05-23,7.0,1,7.0,1,0,2024-05-01,2024-05-30
245,B,2024-05-23,,0,,0,0,2024-05-01,
1417,A,2024-05-23,11.0,1,11.0,1,0,2024-05-01,2024-06-03
1777,B,2024-05-24,18.0,1,18.0,1,1,2024-05-01,2024-06-11
1707,A,2024-05-24,,0,,0,0,2024-05-01,
1446,B,2024-05-24,20.0,1,20.0,0,0,2024-05-01,2024-06-13
1691,B,2024-05-25,26.0,1,26.0,1,0,2024-05-01,2024-06-20
354,B,2024-05-25,10.0,1,10.0,1,1,2024-05-01,2024-06-04
1196,A,2024-05-25,21.0,1,21.0,1,1,2024-05-01,2024-06-15
1315,A,2024-05-25,2.0,1,2.0,1,1,2024-05-01,2024-05-27
1683,B,2024-05-25,35.0,1,35.0,0,0,2024-05-01,2024-06-29
56,B,2024-05-25,8.0,1,8.0,0,0,2024-05-01,2024-06-02
676,A,2024-05-25,3.0,1,3.0,1,1,2024-05-01,2024-05-28
1086,B,2024-05-25,35.0,1,35.0,1,0,2024-05-01,2024-06-29
1326,B,2024-05-25,,0,,0,0,2024-05-01,
498,B,2024-05-25,17.0,1,17.0,0,0,2024-05-01,2024-06-11
150,A,2024-05-25,3.0,1,3.0,0,0,2024-05-01,2024-05-28
182,B,2024-05-25,4.0,1,4.0,0,0,2024-05-01,2024-05-29
1033,A,2024-05-26,2.0,1,2.0,1,0,2024-05-01,2024-05-28
1324,B,2024-05-26,5.0,1,5.0,1,0,2024-05-01,2024-05-31
318,B,2024-05-26,6.0,1,6.0,1,1,2024-05-01,2024-06-01
486,A,2024-05-26,9.0,1,9.0,0,1,2024-05-01,2024-06-04
1730,A,2024-05-27,7.0,1,7.0,1,1,2024-05-01,2024-06-03
1756,B,2024-05-27,8.0,1,8.0,1,0,2024-05-01,2024-06-04
958,A,2024-05-27,15.0,1,15.0,1,0,2024-05-01,2024-06-11
940,A,2024-05-28,8.0,1,8.0,1,0,2024-05-01,2024-06-05
786,A,2024-05-28,5.0,1,5.0,1,0,2024-05-01,2024-06-02
293,B,2024-06-01,,0,,0,0,2024-06-01,
281,A,2024-06-01,1.0,1,1.0,0,1,2024-06-01,2024-06-02
707,B,2024-06-01,13.0,1,13.0,0,1,2024-06-01,2024-06-14
1992,B,2024-06-01,5.0,1,5.0,0,0,2024-06-01,2024-06-06
878,A,2024-06-01,8.0,1,8.0,0,0,2024-06-01,2024-06-09
1585,B,2024-06-01,6.0,1,6.0,1,0,2024-06-01,2024-06-07
573,A,2024-06-01,2.0,1,2.0,0,1,2024-06-01,2024-06-03
616,B,2024-06-01,,0,,0,0,2024-06-01,
1272,A,2024-06-02,5.0,1,5.0,0,0,2024-06-01,2024-06-07
1347,A,2024-06-02,5.0,1,5.0,1,0,2024-06-01,2024-06-07
520,B,2024-06-02,17.0,1,17.0,0,1,2024-06-01,2024-06-19
416,A,2024-06-02,1.0,1,1.0,1,0,2024-06-01,2024-06-03
526,A,2024-06-03,8.0,1,8.0,1,1,2024-06-01,2024-06-11
638,B,2024-06-03,21.0,1,21.0,0,1,2024-06-01,2024-06-24
1857,A,2024-06-03,6.0,1,6.0,0,1,2024-06-01,2024-06-09
1775,B,2024-06-03,9.0,1,9.0,0,0,2024-06-01,2024-06-12
1720,B,2024-06-03,,0,,0,0,2024-06-01,
1809,A,2024-06-03,,0,,0,0,2024-06-01,
47,A,2024-06-04,12.0,1,12.0,0,0,2024-06-01,2024-06-16
1491,A,2024-06-04,4.0,1,4.0,1,1,2024-06-01,2024-06-08
465,B,2024-06-04,25.0,1,25.0,1,0,2024-06-01,2024-06-29
323,A,2024-06-04,,0,,0,0,2024-06-01,
545,A,2024-06-05,22.0,1,22.0,0,1,2024-06-01,2024-06-27
1412,B,2024-06-05,6.0,1,6.0,0,1,2024-06-01,2024-06-11
284,A,2024-06-05,4.0,1,4.0,1,0,2024-06-01,2024-06-09
116,B,2024-06-05,10.0,1,10.0,0,0,2024-06-01,2024-06-15
297,B,2024-06-05,7.0,1,7.0,1,1,2024-06-01,2024-06-12
1521,A,2024-06-05,,0,,0,0,2024-06-01,
1604,B,2024-06-06,4.0,1,4.0,1,1,2024-06-01,2024-06-10
1800,B,2024-06-06,13.0,1,13.0,0,0,2024-06-01,2024-06-19
417,A,2024-06-06,7.0,1,7.0,1,1,2024-06-01,2024-06-13
1304,A,2024-06-06,7.0,1,7.0,0,1,2024-06-01,2024-06-13
336,B,2024-06-06,14.0,1,14.0,1,1,2024-06-01,2024-06-20
1744,B,2024-06-06,,0,,0,0,2024-06-01,
660,A,2024-06-07,2.0,1,2.0,0,0,2024-06-01,2024-06-09
1627,A,2024-06-07,1.0,1,1.0,1,1,2024-06-01,2024-06-08
415,A,2024-06-07,5.0,1,5.0,0,0,2024-06-01,2024-06-12
68,A,2024-06-07,,0,,0,0,2024-06-01,
1807,A,2024-06-07,12.0,1,12.0,0,0,2024-06-01,2024-06-19
35,A,2024-06-07,12.0,1,12.0,1,0,2024-06-01,2024-06-19
1389,B,2024-06-07,10.0,1,10.0,1,1,2024-06-01,2024-06-17
1330,A,2024-06-07,12.0,1,12.0,1,1,2024-06-01,2024-06-19
606,B,2024-06-08,16.0,1,16.0,0,0,2024-06-01,2024-06-24
1654,A,2024-06-08,20.0,1,20.0,1,1,2024-06-01,2024-06-28
1769,A,2024-06-08,9.0,1,9.0,1,1,2024-06-01,2024-06-17
1872,A,2024-06-08,2.0,1,2.0,0,1,2024-06-01,2024-06-10
1704,B,2024-06-08,7.0,1,7.0,1,0,2024-06-01,2024-06-15
1498,B,2024-06-09,18.0,1,18.0,1,0,2024-06-01,2024-06-27
1631,A,2024-06-09,12.0,1,12.0,0,0,2024-06-01,2024-06-21
1310,B,2024-06-09,20.0,1,20.0,1,0,2024-06-01,2024-06-29
167,B,2024-06-09,14.0,1,14.0,1,1,2024-06-01,2024-06-23
50,A,2024-06-09,,0,,0,0,2024-06-01,
759,A,2024-06-09,3.0,1,3.0,0,1,2024-06-01,2024-06-12
830,A,2024-06-09,2.0,1,2.0,1,1,2024-06-01,2024-06-11
1348,A,2024-06-10,1.0,1,1.0,1,1,2024-06-01,2024-06-11
1354,A,2024-06-10,2.0,1,2.0,1,1,2024-06-01,2024-06-12
1379,B,2024-06-10,22.0,1,22.0,0,1,2024-06-01,2024-07-02
130,B,2024-06-11,,0,,0,0,2024-06-01,
196,A,2024-06-11,,0,,0,0,2024-06-01,
670,A,2024-06-11,11.0,1,11.0,0,1,2024-06-01,2024-06-22
1713,B,2024-06-11,9.0,1,9.0,1,1,2024-06-01,2024-06-20
1666,B,2024-06-12,11.0,1,11.0,1,0,2024-06-01,2024-06-23
1830,A,2024-06-12,3.0,1,3.0,1,0,2024-06-01,2024-06-15
1973,B,2024-06-13,8.0,1,8.0,1,0,2024-06-01,2024-06-21
217,A,2024-06-13,11.0,1,11.0,1,0,2024-06-01,2024-06-24
1716,B,2024-06-13,7.0,1,7.0,1,1,2024-06-01,2024-06-20
473,A,2024-06-13,,0,,0,0,2024-06-01,
867,B,2024-06-13,8.0,1,8.0,0,0,2024-06-01,2024-06-21
942,B,2024-06-13,21.0,1,21.0,1,0,2024-06-01,2024-07-04
94,A,2024-06-13,4.0,1,4.0,0,1,2024-06-01,2024-06-17
1209,A,2024-06-13,14.0,1,14.0,0,0,2024-06-01,2024-06-27
807,B,2024-06-14,10.0,1,10.0,1,1,2024-06-01,2024-06-24
112,A,2024-06-14,,0,,0,0,2024-06-01,
25,B,2024-06-14,30.0,1,30.0,0,1,2024-06-01,2024-07-14
765,B,2024-06-14,,0,,0,0,2024-06-01,
710,A,2024-06-14,17.0,1,17.0,1,0,2024-06-01,2024-07-01
743,B,2024-06-15,34.0,1,34.0,0,1,2024-06-01,2024-07-19
1206,A,2024-06-15,,0,,0,0,2024-06-01,
826,A,2024-06-15,6.0,1,6.0,1,0,2024-06-01,2024-06-21
1534,B,2024-06-15,30.0,1,30.0,0,0,2024-06-01,2024-07-15
1607,B,2024-06-15,8.0,1,8.0,0,0,2024-06-01,2024-06-23
1213,B,2024-06-15,8.0,1,8.0,1,1,2024-06-01,2024-06-23
1084,B,2024-06-16,3.0,1,3.0,0,0,2024-06-01,2024-06-19
714,B,2024-06-16,10.0,1,10.0,0,1,2024-06-01,2024-06-26
1137,A,2024-06-16,18.0,1,18.0,1,1,2024-06-01,2024-07-04
1252,A,2024-06-16,4.0,1,4.0,1,1,2024-06-01,2024-06-20
1104,B,2024-06-16,12.0,1,12.0,0,0,2024-06-01,2024-06-28
825,B,2024-06-16,10.0,1,10.0,1,0,2024-06-01,2024-06-26
1193,B,2024-06-16,7.0,1,7.0,0,1,2024-06-01,2024-06-23
1439,B,2024-06-17,1.0,1,1.0,1,1,2024-06-01,2024-06-18
726,A,2024-06-17,28.0,1,28.0,0,0,2024-06-01,2024-07-15
428,B,2024-06-17,4.0,1,4.0,0,1,2024-06-01,2024-06-21
14,B,2024-06-17,14.0,1,14.0,1,0,2024-06-01,2024-07-01
227,A,2024-06-17,3.0,1,3.0,1,0,2024-06-01,2024-06-20
4,B,2024-06-17,,0,,0,0,2024-06-01,
1340,A,2024-06-17,2.0,1,2.0,1,1,2024-06-01,2024-06-19
659,B,2024-06-17,6.0,1,6.0,1,1,2024-06-01,2024-06-23
1579,B,2024-06-18,2.0,1,2.0,0,1,2024-06-01,2024-06-20
1007,B,2024-06-18,15.0,1,15.0,0,1,2024-06-01,2024-07-03
1118,B,2024-06-18,,0,,0,0,2024-06-01,
561,A,2024-06-18,14.0,1,14.0,1,1,2024-06-01,2024-07-02
1226,B,2024-06-18,14.0,1,14.0,0,0,2024-06-01,2024-07-02
1664,A,2024-06-18,14.0,1,14.0,1,1,2024-06-01,2024-07-02
1684,A,2024-06-18,9.0,1,9.0,1,0,2024-06-01,2024-06-27
1344,B,2024-06-18,1.0,1,1.0,1,0,2024-06-01,2024-06-19
343,B,2024-06-19,2.0,1,2.0,1,1,2024-06-01,2024-06-21
481,A,2024-06-19,6.0,1,6.0,1,1,2024-06-01,2024-06-25
736,B,2024-06-19,32.0,1,32.0,1,0,2024-06-01,2024-07-21
106,B,2024-06-19,3.0,1,3.0,1,1,2024-06-01,2024-06-22
562,A,2024-06-19,4.0,1,4.0,0,0,2024-06-01,2024-06-23
1686,A,2024-06-19,3.0,1,3.0,1,1,2024-06-01,2024-06-22
1561,B,2024-06-19,8.0,1,8.0,0,1,2024-06-01,2024-06-27
424,A,2024-06-20,9.0,1,9.0,0,0,2024-06-01,2024-06-29
1638,B,2024-06-20,,0,,0,0,2024-06-01,
251,B,2024-06-20,15.0,1,15.0,0,0,2024-06-01,2024-07-05
1024,A,2024-06-20,3.0,1,3.0,1,0,2024-06-01,2024-06-23
485,A,2024-06-20,,0,,0,0,2024-06-01,
895,B,2024-06-20,7.0,1,7.0,1,0,2024-06-01,2024-06-27
28,A,2024-06-20,6.0,1,6.0,0,1,2024-06-01,2024-06-26
1232,B,2024-06-20,26.0,1,26.0,0,0,2024-06-01,2024-07-16
1201,B,2024-06-20,2.0,1,2.0,1,0,2024-06-01,2024-06-22
355,A,2024-06-21,4.0,1,4.0,1,0,2024-06-01,2024-06-25
1803,A,2024-06-21,,0,,0,0,2024-06-01,
1449,B,2024-06-21,2.0,1,2.0,0,1,2024-06-01,2024-06-23
328,A,2024-06-21,,0,,0,0,2024-06-01,
1629,A,2024-06-21,3.0,1,3.0,1,1,2024-06-01,2024-06-24
610,A,2024-06-21,,0,,0,0,2024-06-01,
1907,A,2024-06-22,4.0,1,4.0,1,1,2024-06-01,2024-06-26
363,A,2024-06-22,7.0,1,7.0,1,0,2024-06-01,2024-06-29
883,B,2024-06-22,9.0,1,9.0,1,0,2024-06-01,2024-07-01
1178,A,2024-06-22,5.0,1,5.0,1,1,2024-06-01,2024-06-27
1172,B,2024-06-23,,0,,0,0,2024-06-01,
1133,A,2024-06-23,,0,,0,0,2024-06-01,
1747,B,2024-06-23,7.0,1,7.0,1,0,2024-06-01,2024-06-30
444,A,2024-06-23,8.0,1,8.0,1,0,2024-06-01,2024-07-01
179,B,2024-06-23,3.0,1,3.0,0,0,2024-06-01,2024-06-26
1274,B,2024-06-24,,0,,0,0,2024-06-01,
1000,A,2024-06-24,18.0,1,18.0,1,0,2024-06-01,2024-07-12
529,B,2024-06-24,4.0,1,4.0,1,0,2024-06-01,2024-06-28
742,A,2024-06-25,5.0,1,5.0,0,0,2024-06-01,2024-06-30
890,B,2024-06-25,22.0,1,22.0,1,0,2024-06-01,2024-07-17
1892,B,2024-06-25,,0,,0,0,2024-06-01,
1147,B,2024-06-25,12.0,1,12.0,0,1,2024-06-01,2024-07-07
191,B,2024-06-26,9.0,1,9.0,1,0,2024-06-01,2024-07-05
180,B,2024-06-26,26.0,1,26.0,0,0,2024-06-01,2024-07-22
1022,B,2024-06-27,3.0,1,3.0,1,0,2024-06-01,2024-06-30
144,B,2024-06-27,17.0,1,17.0,0,1,2024-06-01,2024-07-14
1942,A,2024-06-27,,0,,0,0,2024-06-01,
1675,B,2024-06-28,2.0,1,2.0,1,1,2024-06-01,2024-06-30
322,A,2024-06-28,26.0,1,26.0,0,1,2024-06-01,2024-07-24
608,A,2024-06-28,4.0,1,4.0,1,0,2024-06-01,2024-07-02
453,B,2024-06-28,6.0,1,6.0,1,1,2024-06-01,2024-07-04
1095,B,2024-06-28,,0,,0,0,2024-06-01,
342,B,2024-06-28,17.0,1,17.0,0,1,2024-06-01,2024-07-15
1051,B,2024-06-28,8.0,1,8.0,0,0,2024-06-01,2024-07-06
1264,B,2024-06-28,,0,,0,0,2024-06-01,
1472,A,2024-06-28,22.0,1,22.0,1,0,2024-06-01,2024-07-20
384,A,2024-07-01,4.0,1,4.0,1,1,2024-07-01,2024-07-05
1758,B,2024-07-01,19.0,1,19.0,0,0,2024-07-01,2024-07-20
1581,B,2024-07-01,,0,,0,0,2024-07-01,
1363,B,2024-07-01,,0,,0,0,2024-07-01,
1517,A,2024-07-01,4.0,1,4.0,0,0,2024-07-01,2024-07-05
1727,A,2024-07-01,,0,,0,0,2024-07-01,
1065,A,2024-07-01,6.0,1,6.0,1,0,2024-07-01,2024-07-07
1485,B,2024-07-01,5.0,1,5.0,1,0,2024-07-01,2024-07-06
219,B,2024-07-01,13.0,1,13.0,0,1,2024-07-01,2024-07-14
1205,A,2024-07-01,4.0,1,4.0,1,0,2024-07-01,2024-07-05
1067,A,2024-07-01,3.0,1,3.0,1,1,2024-07-01,2024-07-04
1724,B,2024-07-01,1.0,1,1.0,0,0,2024-07-01,2024-07-02
1111,A,2024-07-02,8.0,1,8.0,0,1,2024-07-01,2024-07-10
828,A,2024-07-02,5.0,1,5.0,0,0,2024-07-01,2024-07-07
64,B,2024-07-02,3.0,1,3.0,1,1,2024-07-01,2024-07-05
352,A,2024-07-02,5.0,1,5.0,1,1,2024-07-01,2024-07-07
1910,B,2024-07-02,15.0,1,15.0,0,1,2024-07-01,2024-07-17
614,B,2024-07-02,4.0,1,4.0,1,1,2024-07-01,2024-07-06
370,B,2024-07-02,2.0,1,2.0,1,0,2024-07-01,2024-07-04
1932,B,2024-07-03,1.0,1,1.0,1,1,2024-07-01,2024-07-04
1459,B,2024-07-03,5.0,1,5.0,0,0,2024-07-01,2024-07-08
1950,B,2024-07-03,7.0,1,7.0,0,0,2024-07-01,2024-07-10
396,A,2024-07-03,22.0,1,22.0,1,0,2024-07-01,2024-07-25
1556,B,2024-07-03,2.0,1,2.0,0,1,2024-07-01,2024-07-05
797,A,2024-07-03,12.0,1,12.0,1,0,2024-07-01,2024-07-15
1559,B,2024-07-03,14.0,1,14.0,0,0,2024-07-01,2024-07-17
1144,B,2024-07-04,6.0,1,6.0,1,0,2024-07-01,2024-07-10
1576,A,2024-07-04,8.0,1,8.0,0,0,2024-07-01,2024-07-12
353,B,2024-07-04,4.0,1,4.0,1,1,2024-07-01,2024-07-08
1915,A,2024-07-04,11.0,1,11.0,0,1,2024-07-01,2024-07-15
523,A,2024-07-05,,0,,0,0,2024-07-01,
1441,A,2024-07-05,,0,,0,0,2024-07-01,
1520,A,2024-07-05,17.0,1,17.0,1,0,2024-07-01,2024-07-22
615,A,2024-07-06,15.0,1,15.0,1,1,2024-07-01,2024-07-21
1128,B,2024-07-06,4.0,1,4.0,0,1,2024-07-01,2024-07-10
449,A,2024-07-06,7.0,1,7.0,1,0,2024-07-01,2024-07-13
1990,A,2024-07-07,6.0,1,6.0,0,1,2024-07-01,2024-07-13
1519,A,2024-07-07,3.0,1,3.0,0,1,2024-07-01,2024-07-10
163,A,2024-07-07,3.0,1,3.0,0,0,2024-07-01,2024-07-10
1199,A,2024-07-07,,0,,0,0,2024-07-01,
1404,A,2024-07-07,7.0,1,7.0,1,0,2024-07-01,2024-07-14
1327,A,2024-07-07,,0,,0,0,2024-07-01,
126,A,2024-07-07,1.0,1,1.0,1,0,2024-07-01,2024-07-08
1736,B,2024-07-08,4.0,1,4.0,0,0,2024-07-01,2024-07-12
1331,B,2024-07-08,,0,,0,0,2024-07-01,
1515,B,2024-07-08,5.0,1,5.0,1,1,2024-07-01,2024-07-13
224,B,2024-07-08,5.0,1,5.0,1,0,2024-07-01,2024-07-13
222,A,2024-07-09,2.0,1,2.0,1,1,2024-07-01,2024-07-11
678,A,2024-07-09,3.0,1,3.0,1,1,2024-07-01,2024-07-12
129,A,2024-07-09,7.0,1,7.0,0,0,2024-07-01,2024-07-16
195,A,2024-07-09,5.0,1,5.0,1,1,2024-07-01,2024-07-14
23,B,2024-07-09,22.0,1,22.0,0,1,2024-07-01,2024-07-31
1080,A,2024-07-09,,0,,0,0,2024-07-01,
480,A,2024-07-10,10.0,1,10.0,0,0,2024-07-01,2024-07-20
1090,A,2024-07-10,1.0,1,1.0,1,1,2024-07-01,2024-07-11
892,B,2024-07-10,,0,,0,0,2024-07-01,
1988,B,2024-07-10,4.0,1,4.0,0,0,2024-07-01,2024-07-14
898,A,2024-07-10,10.0,1,10.0,0,1,2024-07-01,2024-07-20
1150,B,2024-07-10,4.0,1,4.0,1,0,2024-07-01,2024-07-14
530,A,2024-07-10,9.0,1,9.0,1,1,2024-07-01,2024-07-19
708,B,2024-07-10,5.0,1,5.0,1,0,2024-07-01,2024-07-15
888,A,2024-07-11,13.0,1,13.0,1,1,2024-07-01,2024-07-24
1380,A,2024-07-11,,0,,0,0,2024-07-01,
685,B,2024-07-11,4.0,1,4.0,1,1,2024-07-01,2024-07-15
1632,B,2024-07-11,5.0,1,5.0,0,0,2024-07-01,2024-07-16
1338,B,2024-07-11,5.0,1,5.0,0,1,2024-07-01,2024-07-16
813,B,2024-07-12,12.0,1,12.0,1,1,2024-07-01,2024-07-24
948,B,2024-07-12,4.0,1,4.0,0,0,2024-07-01,2024-07-16
1316,B,2024-07-12,4.0,1,4.0,0,1,2024-07-01,2024-07-16
134,A,2024-07-12,9.0,1,9.0,1,0,2024-07-01,2024-07-21
1435,A,2024-07-12,1.0,1,1.0,0,0,2024-07-01,2024-07-13
140,A,2024-07-13,5.0,1,5.0,0,0,2024-07-01,2024-07-18
1101,A,2024-07-13,20.0,1,20.0,1,0,2024-07-01,2024-08-02
1938,B,2024-07-13,1.0,1,1.0,0,1,2024-07-01,2024-07-14
1480,A,2024-07-13,8.0,1,8.0,1,0,2024-07-01,2024-07-21
740,A,2024-07-13,,0,,0,0,2024-07-01,
1709,B,2024-07-13,,0,,0,0,2024-07-01,
962,A,2024-07-13,4.0,1,4.0,0,0,2024-07-01,2024-07-17
1785,A,2024-07-14,3.0,1,3.0,1,0,2024-07-01,2024-07-17
1976,A,2024-07-14,4.0,1,4.0,1,1,2024-07-01,2024-07-18
1368,A,2024-07-14,,0,,0,0,2024-07-01,
923,B,2024-07-14,4.0,1,4.0,1,1,2024-07-01,2024-07-18
716,A,2024-07-14,1.0,1,1.0,1,1,2024-07-01,2024-07-15
554,B,2024-07-14,1.0,1,1.0,0,1,2024-07-01,2024-07-15
311,A,2024-07-14,9.0,1,9.0,1,1,2024-07-01,2024-07-23
1440,B,2024-07-14,,0,,0,0,2024-07-01,
1061,B,2024-07-14,5.0,1,5.0,0,1,2024-07-01,2024-07-19
658,A,2024-07-15,10.0,1,10.0,0,0,2024-07-01,2024-07-25
757,A,2024-07-15,,0,,0,0,2024-07-01,
1225,A,2024-07-15,,0,,0,0,2024-07-01,
703,A,2024-07-15,,0,,0,0,2024-07-01,
814,B,2024-07-15,3.0,1,3.0,1,0,2024-07-01,2024-07-18
1866,B,2024-07-15,,0,,0,0,2024-07-01,
1685,A,2024-07-15,5.0,1,5.0,1,1,2024-07-01,2024-07-20
1409,B,2024-07-16,5.0,1,5.0,0,1,2024-07-01,2024-07-21
1799,B,2024-07-16,,0,,0,0,2024-07-01,
1038,A,2024-07-16,7.0,1,7.0,1,1,2024-07-01,2024-07-23
1085,B,2024-07-16,7.0,1,7.0,1,0,2024-07-01,2024-07-23
549,B,2024-07-16,7.0,1,7.0,1,0,2024-07-01,2024-07-23
1593,B,2024-07-16,8.0,1,8.0,1,0,2024-07-01,2024-07-24
1270,A,2024-07-17,31.0,1,31.0,0,0,2024-07-01,2024-08-17
1466,B,2024-07-17,8.0,1,8.0,0,0,2024-07-01,2024-07-25
1395,B,2024-07-17,17.0,1,17.0,1,1,2024-07-01,2024-08-03
340,B,2024-07-17,,0,,0,0,2024-07-01,
395,A,2024-07-17,9.0,1,9.0,1,0,2024-07-01,2024-07-26
58,B,2024-07-17,,0,,0,0,2024-07-01,
1442,A,2024-07-18,15.0,1,15.0,1,0,2024-07-01,2024-08-02
1659,A,2024-07-18,7.0,1,7.0,1,0,2024-07-01,2024-07-25
96,B,2024-07-18,7.0,1,7.0,1,0,2024-07-01,2024-07-25
